image_name,folder,class,center_X,center_y,width,height,class_name,filename,im_size,bbox_area_rel,bbox_area_abs,bbox_coords
ckictw05s0001246aeel6cew4,train,2,0.40923566878980894,0.5031055900621118,0.08598726114649682,0.8198757763975155,2,ckictw05s0001246aeel6cew4.jpeg,"(314, 161)",0.07049887249278,3564.0000000000005,"(115.00000000000001, 14.999999999999993, 142.0, 147.0)"
ckictw05s0001246aeel6cew4,train,12,0.5493630573248408,0.531055900621118,0.07961783439490447,0.639751552795031,D,ckictw05s0001246aeel6cew4.jpeg,"(314, 161)",0.05093563318431776,2575.0000000000005,"(160.0, 33.99999999999999, 185.00000000000003, 137.0)"
ckictw05s0001246aeel6cew4,train,18,0.6576433121019108,0.5031055900621118,0.07961783439490447,0.6956521739130435,L,ckictw05s0001246aeel6cew4.jpeg,"(314, 161)",0.055386319579063974,2800.0000000000005,"(194.0, 24.999999999999993, 219.00000000000003, 137.0)"
ckictw05s0001246aeel6cew4,train,11,0.7611464968152867,0.5372670807453416,0.08280254777070065,0.6149068322981366,B,ckictw05s0001246aeel6cew4.jpeg,"(314, 161)",0.050915852355896664,2574.0,"(226.00000000000003, 37.0, 252.0, 136.0)"
ckictycsy0002246ajt63dkm5,train,3,0.09003215434083602,0.49382716049382713,0.09003215434083602,0.8148148148148148,3,ckictycsy0002246ajt63dkm5.jpeg,"(311, 162)",0.07335953316660712,3696.0,"(14.0, 14.0, 42.0, 146.0)"
ckictycsy0002246ajt63dkm5,train,6,0.1945337620578778,0.49382716049382713,0.09967845659163987,0.8148148148148148,6,ckictycsy0002246ajt63dkm5.jpeg,"(311, 162)",0.0812194831487436,4092.0,"(45.0, 14.0, 76.0, 146.0)"
ckictycsy0002246ajt63dkm5,train,9,0.30385852090032156,0.49691358024691357,0.08681672025723472,0.8209876543209876,9,ckictycsy0002246ajt63dkm5.jpeg,"(311, 162)",0.0712754555198285,3590.9999999999995,"(81.0, 14.0, 108.00000000000001, 147.0)"
ckictycsy0002246ajt63dkm5,train,0,0.41318327974276525,0.5617283950617283,0.0932475884244373,0.6790123456790123,0,ckictycsy0002246ajt63dkm5.jpeg,"(311, 162)",0.06331626374498828,3189.9999999999995,"(114.0, 36.0, 143.0, 145.99999999999997)"
ckictycsy0002246ajt63dkm5,train,16,0.5530546623794212,0.5,0.08360128617363344,0.691358024691358,J,ckictycsy0002246ajt63dkm5.jpeg,"(311, 162)",0.057798420070660154,2912.0,"(159.0, 25.000000000000004, 185.00000000000003, 137.0)"
ckictycsy0002246ajt63dkm5,train,11,0.6591639871382636,0.5339506172839505,0.08360128617363344,0.6234567901234568,B,ckictycsy0002246ajt63dkm5.jpeg,"(311, 162)",0.05212178952800603,2626.0,"(191.99999999999997, 35.999999999999986, 218.0, 137.0)"
ckictycsy0002246ajt63dkm5,train,10,0.7652733118971061,0.5061728395061729,0.07717041800643087,0.691358024691358,A,ckictycsy0002246ajt63dkm5.jpeg,"(311, 162)",0.053352387757532455,2688.0000000000005,"(226.00000000000003, 26.000000000000007, 250.0, 138.0)"
ckicu0kmg0003246ab7jnyofh,train,5,0.09310344827586206,0.45977011494252873,0.0896551724137931,0.632183908045977,5,ckicu0kmg0003246ab7jnyofh.jpeg,"(290, 174)",0.05667855727308759,2860.0,"(13.999999999999998, 25.0, 40.0, 135.0)"
ckicu0kmg0003246ab7jnyofh,train,5,0.20344827586206896,0.46839080459770116,0.0896551724137931,0.6379310344827586,5,ckicu0kmg0003246ab7jnyofh.jpeg,"(290, 174)",0.05719381688466111,2885.9999999999995,"(45.99999999999999, 26.000000000000007, 72.0, 137.0)"
ckicu0kmg0003246ab7jnyofh,train,7,0.30689655172413793,0.4396551724137931,0.0896551724137931,0.6839080459770115,7,ckicu0kmg0003246ab7jnyofh.jpeg,"(290, 174)",0.0613158937772493,3094.0,"(76.0, 17.0, 102.0, 136.0)"
ckicu0kmg0003246ab7jnyofh,train,8,0.41206896551724137,0.4425287356321839,0.08620689655172414,0.6896551724137931,8,ckicu0kmg0003246ab7jnyofh.jpeg,"(290, 174)",0.05945303210463734,3000.0000000000005,"(106.99999999999999, 17.0, 132.0, 137.0)"
ckicu0kmg0003246ab7jnyofh,train,17,0.5517241379310345,0.4454022988505747,0.07586206896551724,0.5804597701149425,K,ckicu0kmg0003246ab7jnyofh.jpeg,"(290, 174)",0.04403487911216805,2222.0,"(149.0, 26.999999999999996, 171.0, 128.0)"
ckicu0kmg0003246ab7jnyofh,train,14,0.6603448275862069,0.4511494252873563,0.0793103448275862,0.5804597701149425,G,ckicu0kmg0003246ab7jnyofh.jpeg,"(290, 174)",0.046036464526357505,2322.9999999999995,"(180.0, 27.999999999999996, 203.00000000000003, 129.0)"
ckicu0kmg0003246ab7jnyofh,train,10,0.7620689655172413,0.4396551724137931,0.06896551724137931,0.5804597701149425,A,ckicu0kmg0003246ab7jnyofh.jpeg,"(290, 174)",0.04003170828378914,2020.0,"(211.0, 25.999999999999996, 230.99999999999997, 126.99999999999999)"
ckicu2qge0004246aqxvb5nvw,train,3,0.06493506493506494,0.4810126582278481,0.09090909090909091,0.8354430379746836,3,ckicu2qge0004246aqxvb5nvw.jpeg,"(154, 79)",0.0759493670886076,924.0,"(3.000000000000001, 5.0, 17.0, 71.0)"
ckicu2qge0004246aqxvb5nvw,train,6,0.17532467532467533,0.4810126582278481,0.1038961038961039,0.8607594936708861,6,ckicu2qge0004246aqxvb5nvw.jpeg,"(154, 79)",0.08942955778398817,1088.0,"(19.0, 3.9999999999999996, 35.0, 72.0)"
ckicu2qge0004246aqxvb5nvw,train,9,0.29220779220779225,0.4810126582278481,0.09090909090909091,0.8354430379746836,9,ckicu2qge0004246aqxvb5nvw.jpeg,"(154, 79)",0.0759493670886076,924.0,"(38.00000000000001, 5.0, 52.00000000000001, 71.0)"
ckicu2qge0004246aqxvb5nvw,train,0,0.3993506493506494,0.5443037974683544,0.09740259740259741,0.7088607594936709,0,ckicu2qge0004246aqxvb5nvw.jpeg,"(154, 79)",0.06904487917146146,840.0,"(54.00000000000001, 15.000000000000002, 69.0, 71.0)"
ckicu2qge0004246aqxvb5nvw,train,16,0.5454545454545455,0.4810126582278481,0.09090909090909091,0.7341772151898734,J,ckicu2qge0004246aqxvb5nvw.jpeg,"(154, 79)",0.06674338319907941,812.0,"(77.00000000000001, 9.0, 91.0, 67.0)"
ckicu2qge0004246aqxvb5nvw,train,11,0.6525974025974026,0.5126582278481012,0.08441558441558442,0.6455696202531646,B,ckicu2qge0004246aqxvb5nvw.jpeg,"(154, 79)",0.05449613677461779,663.0,"(94.0, 14.999999999999996, 107.00000000000001, 66.0)"
ckicu2qge0004246aqxvb5nvw,train,10,0.762987012987013,0.4810126582278481,0.08441558441558442,0.7341772151898734,A,ckicu2qge0004246aqxvb5nvw.jpeg,"(154, 79)",0.061975998684859444,754.0,"(111.0, 9.0, 124.0, 67.0)"
ckicu4p9f0005246a6fsh626t,train,4,0.08626198083067092,0.49999999999999994,0.09584664536741214,0.8385093167701863,4,ckicu4p9f0005246a6fsh626t.jpeg,"(313, 161)",0.08036830512174309,4050.0,"(12.0, 12.999999999999998, 42.0, 148.0)"
ckicu4p9f0005246a6fsh626t,train,5,0.19329073482428114,0.5279503105590062,0.08626198083067092,0.7701863354037266,5,ckicu4p9f0005246a6fsh626t.jpeg,"(313, 161)",0.06643779890064096,3347.9999999999995,"(46.99999999999999, 23.000000000000007, 74.0, 147.0)"
ckicu4p9f0005246a6fsh626t,train,6,0.2987220447284345,0.5031055900621118,0.0926517571884984,0.8447204968944099,6,ckicu4p9f0005246a6fsh626t.jpeg,"(313, 161)",0.07826483837040858,3944.0,"(79.0, 12.999999999999998, 108.0, 148.99999999999997)"
ckicu4p9f0005246a6fsh626t,train,5,0.40894568690095845,0.5341614906832298,0.08945686900958466,0.7701863354037266,5,ckicu4p9f0005246a6fsh626t.jpeg,"(313, 161)",0.06889845811918321,3471.9999999999995,"(113.99999999999999, 24.00000000000001, 142.0, 148.0)"
ckicu4p9f0005246a6fsh626t,train,17,0.547923322683706,0.5093167701863354,0.07987220447284345,0.7204968944099378,K,ckicu4p9f0005246a6fsh626t.jpeg,"(313, 161)",0.057547675272359246,2899.9999999999995,"(158.99999999999997, 24.0, 184.0, 139.99999999999997)"
ckicu4p9f0005246a6fsh626t,train,10,0.6549520766773163,0.5062111801242236,0.07028753993610223,0.7267080745341614,A,ckicu4p9f0005246a6fsh626t.jpeg,"(313, 161)",0.05107852281070783,2573.9999999999995,"(193.99999999999997, 23.000000000000007, 216.0, 140.0)"
ckicu4p9f0005246a6fsh626t,train,10,0.7635782747603833,0.5124223602484471,0.07028753993610223,0.7142857142857142,A,ckicu4p9f0005246a6fsh626t.jpeg,"(313, 161)",0.050205385668644444,2529.9999999999995,"(227.99999999999997, 24.999999999999993, 249.99999999999997, 139.99999999999997)"
ckicu74au0006246a2o83cezi,train,1,0.09722222222222221,0.4928571428571428,0.06944444444444445,0.8142857142857143,1,ckicu74au0006246a2o83cezi.jpeg,"(144, 70)",0.05654761904761905,570.0,"(8.999999999999998, 5.999999999999998, 18.999999999999996, 62.99999999999999)"
ckicu74au0006246a2o83cezi,train,8,0.20138888888888887,0.4928571428571428,0.09722222222222221,0.8428571428571429,8,ckicu74au0006246a2o83cezi.jpeg,"(144, 70)",0.08194444444444443,825.9999999999999,"(21.999999999999996, 4.999999999999998, 35.99999999999999, 64.0)"
ckicu74au0006246a2o83cezi,train,8,0.3055555555555555,0.4928571428571428,0.08333333333333333,0.8428571428571429,8,ckicu74au0006246a2o83cezi.jpeg,"(144, 70)",0.07023809523809524,708.0,"(37.99999999999999, 4.999999999999998, 50.0, 64.0)"
ckicu74au0006246a2o83cezi,train,3,0.40625,0.4857142857142857,0.09027777777777778,0.8285714285714285,3,ckicu74au0006246a2o83cezi.jpeg,"(144, 70)",0.0748015873015873,753.9999999999999,"(52.0, 5.000000000000002, 65.0, 62.99999999999999)"
ckicu74au0006246a2o83cezi,train,10,0.548611111111111,0.5,0.06944444444444445,0.7142857142857143,A,ckicu74au0006246a2o83cezi.jpeg,"(144, 70)",0.04960317460317461,500.0,"(74.0, 10.0, 83.99999999999999, 60.00000000000001)"
ckicu74au0006246a2o83cezi,train,22,0.6458333333333333,0.4928571428571428,0.08333333333333333,0.7,T,ckicu74au0006246a2o83cezi.jpeg,"(144, 70)",0.05833333333333333,588.0,"(87.0, 10.0, 98.99999999999999, 58.99999999999999)"
ckicu74au0006246a2o83cezi,train,10,0.75,0.5,0.06944444444444445,0.7142857142857143,A,ckicu74au0006246a2o83cezi.jpeg,"(144, 70)",0.04960317460317461,500.0,"(103.0, 10.0, 113.0, 60.00000000000001)"
ckicu9ere0007246agdm9mb4i,train,7,0.10014272121788773,0.50625,0.0889628924833492,0.8028846153846154,7,ckicu9ere0007246agdm9mb4i.jpeg,"(2102, 1040)",0.07142693771499671,156145.0,"(117.0, 108.99999999999996, 304.0, 944.0)"
ckicu9ere0007246agdm9mb4i,train,4,0.20742150333016177,0.49903846153846154,0.08943862987630828,0.7903846153846155,4,ckicu9ere0007246agdm9mb4i.jpeg,"(2102, 1040)",0.0706909170753129,154536.00000000003,"(342.0, 107.99999999999996, 530.0, 930.0)"
ckicu9ere0007246agdm9mb4i,train,0,0.3125594671741199,0.5730769230769232,0.09134157944814462,0.6557692307692308,0,ckicu9ere0007246agdm9mb4i.jpeg,"(2102, 1040)",0.05989899729195638,130944.0,"(561.0000000000001, 255.00000000000009, 753.0, 937.0000000000001)"
ckicu9ere0007246agdm9mb4i,train,3,0.42150333016175073,0.49903846153846154,0.08468125594671741,0.7865384615384616,3,ckicu9ere0007246agdm9mb4i.jpeg,"(2102, 1040)",0.06660506477347582,145604.00000000003,"(797.0000000000001, 109.99999999999996, 975.0, 928.0)"
ckicu9ere0007246agdm9mb4i,train,20,0.5625594671741199,0.5365384615384615,0.08135109419600381,0.6192307692307693,R,ckicu9ere0007246agdm9mb4i.jpeg,"(2102, 1040)",0.05037510063675621,110124.0,"(1097.0, 235.99999999999997, 1268.0, 880.0)"
ckicu9ere0007246agdm9mb4i,train,23,0.6665080875356804,0.5153846153846154,0.07802093244529021,0.6384615384615385,U,ckicu9ere0007246agdm9mb4i.jpeg,"(2102, 1040)",0.049813364561223754,108896.00000000004,"(1319.0, 204.00000000000003, 1483.0000000000002, 868.0000000000001)"
ckicu9ere0007246agdm9mb4i,train,10,0.7718839200761181,0.5168269230769231,0.07373929590865842,0.6701923076923078,A,ckicu9ere0007246agdm9mb4i.jpeg,"(2102, 1040)",0.049419508892629735,108035.00000000001,"(1545.0, 189.00000000000003, 1700.0000000000002, 886.0000000000001)"
ckicuba190008246a3sunoeg2,train,7,0.08620689655172413,0.5063291139240507,0.09717868338557993,0.8354430379746836,7,ckicuba190008246a3sunoeg2.jpeg,"(319, 158)",0.0811872544740288,4091.9999999999995,"(11.999999999999998, 14.000000000000004, 42.99999999999999, 146.0)"
ckicuba190008246a3sunoeg2,train,1,0.1974921630094044,0.5031645569620253,0.06896551724137931,0.8291139240506329,1,ckicuba190008246a3sunoeg2.jpeg,"(319, 158)",0.05718027062418158,2882.0,"(52.00000000000001, 14.000000000000004, 74.0, 145.0)"
ckicuba190008246a3sunoeg2,train,5,0.3056426332288401,0.5348101265822784,0.09717868338557993,0.7784810126582279,5,ckicuba190008246a3sunoeg2.jpeg,"(319, 158)",0.07565175985079957,3812.9999999999995,"(82.0, 22.99999999999999, 112.99999999999999, 146.0)"
ckicuba190008246a3sunoeg2,train,8,0.41379310344827586,0.5,0.09404388714733541,0.8354430379746836,8,ckicuba190008246a3sunoeg2.jpeg,"(319, 158)",0.07856831078131819,3959.9999999999995,"(117.00000000000001, 13.0, 147.0, 145.0)"
ckicuba190008246a3sunoeg2,train,14,0.5595611285266457,0.5094936708860759,0.08463949843260188,0.7025316455696202,G,ckicuba190008246a3sunoeg2.jpeg,"(319, 158)",0.059461926114043086,2997.0,"(164.99999999999997, 24.999999999999993, 192.0, 136.0)"
ckicuba190008246a3sunoeg2,train,14,0.6677115987460814,0.5126582278481012,0.0877742946708464,0.6962025316455696,G,ckicuba190008246a3sunoeg2.jpeg,"(319, 158)",0.06110868616324749,3079.9999999999995,"(198.99999999999997, 26.0, 226.99999999999997, 136.0)"
ckicuba190008246a3sunoeg2,train,10,0.768025078369906,0.5126582278481012,0.07523510971786834,0.7088607594936709,A,ckicuba190008246a3sunoeg2.jpeg,"(319, 158)",0.053331217015197815,2688.0,"(233.0, 24.999999999999993, 257.0, 137.0)"
ckicud7x00009246ag1nahatj,train,4,0.08722741433021806,0.4968152866242038,0.09345794392523364,0.8407643312101911,4,ckicud7x00009246ag1nahatj.jpeg,"(321, 157)",0.0785761057205786,3960.0,"(13.0, 11.999999999999996, 42.99999999999999, 144.0)"
ckicud7x00009246ag1nahatj,train,5,0.19314641744548286,0.5318471337579618,0.09345794392523364,0.7707006369426752,5,ckicud7x00009246ag1nahatj.jpeg,"(321, 157)",0.07202809691053039,3630.0000000000005,"(46.99999999999999, 22.999999999999996, 77.0, 144.0)"
ckicud7x00009246ag1nahatj,train,5,0.29906542056074764,0.5286624203821656,0.08722741433021806,0.7770700636942676,5,ckicud7x00009246ag1nahatj.jpeg,"(321, 157)",0.06778181240946882,3416.0000000000005,"(81.99999999999999, 21.999999999999996, 110.0, 144.0)"
ckicud7x00009246ag1nahatj,train,2,0.40965732087227413,0.5,0.09034267912772585,0.8471337579617835,2,ckicud7x00009246ag1nahatj.jpeg,"(321, 157)",0.07653233327380599,3857.0,"(117.0, 11.999999999999996, 146.0, 145.0)"
ckicud7x00009246ag1nahatj,train,17,0.5498442367601246,0.5031847133757962,0.0778816199376947,0.713375796178344,K,ckicud7x00009246ag1nahatj.jpeg,"(321, 157)",0.05555886263071215,2800.0000000000005,"(164.00000000000003, 22.999999999999996, 188.99999999999997, 135.0)"
ckicud7x00009246ag1nahatj,train,10,0.660436137071651,0.5031847133757962,0.06853582554517133,0.713375796178344,A,ckicud7x00009246ag1nahatj.jpeg,"(321, 157)",0.04889179911502669,2464.0,"(201.0, 22.999999999999996, 223.0, 135.0)"
ckicud7x00009246ag1nahatj,train,10,0.7679127725856698,0.5031847133757962,0.07165109034267912,0.713375796178344,A,ckicud7x00009246ag1nahatj.jpeg,"(321, 157)",0.051114153620255176,2576.0,"(235.00000000000003, 22.999999999999996, 258.0, 135.0)"
ckicuf6jf000a246axa0bp4ut,train,5,0.11477987421383648,0.5125786163522013,0.09748427672955975,0.7735849056603774,5,ckicuf6jf000a246axa0bp4ut.png,"(318, 159)",0.0754123650172066,3813.000000000001,"(21.0, 19.999999999999996, 52.00000000000001, 143.0)"
ckicuf6jf000a246axa0bp4ut,train,9,0.21540880503144655,0.5,0.09119496855345913,0.8113207547169812,9,ckicuf6jf000a246axa0bp4ut.png,"(318, 159)",0.07398837071318383,3741.0000000000005,"(54.00000000000001, 14.999999999999996, 83.0, 144.0)"
ckicuf6jf000a246axa0bp4ut,train,8,0.3144654088050315,0.4968553459119497,0.08805031446540881,0.8176100628930818,8,ckicuf6jf000a246axa0bp4ut.png,"(318, 159)",0.07199082314781853,3640.0000000000005,"(86.00000000000001, 13.999999999999996, 114.00000000000001, 144.0)"
ckicuf6jf000a246axa0bp4ut,train,4,0.41823899371069184,0.4968553459119497,0.09433962264150944,0.8050314465408805,4,ckicuf6jf000a246axa0bp4ut.png,"(318, 159)",0.07594636288121515,3840.0000000000005,"(118.00000000000001, 14.999999999999996, 148.0, 143.0)"
ckicuf6jf000a246axa0bp4ut,train,24,0.5566037735849056,0.5,0.08805031446540881,0.7232704402515724,V,ckicuf6jf000a246axa0bp4ut.png,"(318, 159)",0.06368418970768562,3220.000000000001,"(163.0, 21.999999999999996, 191.0, 137.0)"
ckicuf6jf000a246axa0bp4ut,train,16,0.6619496855345912,0.5125786163522013,0.07861635220125787,0.6855345911949686,J,ckicuf6jf000a246axa0bp4ut.png,"(318, 159)",0.05389422886752899,2725.000000000001,"(198.0, 26.999999999999993, 223.00000000000003, 136.0)"
ckicuf6jf000a246axa0bp4ut,train,24,0.7625786163522013,0.5,0.0849056603773585,0.7232704402515724,V,ckicuf6jf000a246axa0bp4ut.png,"(318, 159)",0.06140975436098257,3105.000000000001,"(228.99999999999997, 21.999999999999996, 256.0, 137.0)"
ckicuhdif000b246a6jak4g6p,train,3,0.0933758978451716,0.4980813507290867,0.09497206703910616,0.8119723714504988,3,ckicuhdif000b246a6jak4g6p.jpeg,"(2506, 1303)",0.07711469449529879,251804.00000000003,"(115.00000000000001, 120.0, 353.00000000000006, 1178.0)"
ckicuhdif000b246a6jak4g6p,train,6,0.20071827613727056,0.5030698388334612,0.09257781324820431,0.805065234075211,6,ckicuhdif000b246a6jak4g6p.jpeg,"(2506, 1303)",0.07453117889283678,243368.0,"(387.00000000000006, 131.0, 619.0, 1180.0)"
ckicuhdif000b246a6jak4g6p,train,9,0.308659217877095,0.4980813507290867,0.08978451715881884,0.8165771297006907,9,ckicuhdif000b246a6jak4g6p.jpeg,"(2506, 1303)",0.0733159833131107,239400.00000000003,"(661.0, 116.99999999999997, 886.0000000000001, 1181.0)"
ckicuhdif000b246a6jak4g6p,train,0,0.4134078212290503,0.5686876438986953,0.09018355945730248,0.6784343821949348,0,ckicuhdif000b246a6jak4g6p.jpeg,"(2506, 1303)",0.06118362744455518,199784.00000000003,"(923.0, 298.99999999999994, 1149.0, 1183.0)"
ckicuhdif000b246a6jak4g6p,train,16,0.5580606544293696,0.49961627014581733,0.07621707901037511,0.6845740598618573,J,ckicuhdif000b246a6jak4g6p.jpeg,"(2506, 1303)",0.05217623520894443,170372.00000000003,"(1303.0000000000002, 204.99999999999997, 1494.0000000000002, 1097.0)"
ckicuhdif000b246a6jak4g6p,train,11,0.6646049481245012,0.5341519570222564,0.07541899441340782,0.6139677666922486,B,ckicuhdif000b246a6jak4g6p.jpeg,"(2506, 1303)",0.04630483156617518,151200.0,"(1571.0, 296.00000000000006, 1760.0, 1096.0)"
ckicuhdif000b246a6jak4g6p,train,10,0.7687549880287311,0.5038372985418266,0.07063048683160415,0.6807367613200307,A,ckicuhdif000b246a6jak4g6p.jpeg,"(2506, 1303)",0.048080768856203285,156999.0,"(1838.0000000000002, 213.00000000000003, 2015.0, 1100.0)"
ckicuj2r7000c246a6fg2c4eg,train,6,0.08603066439522998,0.5017421602787456,0.09028960817717206,0.8571428571428571,6,ckicuj2r7000c246a6fg2c4eg.jpeg,"(587, 287)",0.07739109272329034,13038.0,"(24.0, 21.000000000000004, 77.0, 267.0)"
ckicuj2r7000c246a6fg2c4eg,train,0,0.19591141396933562,0.5662020905923345,0.0919931856899489,0.7282229965156795,0,ckicuj2r7000c246a6fg2c4eg.jpeg,"(587, 287)",0.06699155334215791,11286.0,"(88.0, 58.0, 142.0, 267.0)"
ckicuj2r7000c246a6fg2c4eg,train,4,0.3083475298126065,0.49825783972125437,0.09540034071550256,0.8571428571428571,4,ckicuj2r7000c246a6fg2c4eg.jpeg,"(587, 287)",0.0817717206132879,13776.0,"(153.00000000000003, 20.00000000000001, 209.0, 266.0)"
ckicuj2r7000c246a6fg2c4eg,train,6,0.4182282793867121,0.49477351916376305,0.09369676320272573,0.8571428571428571,6,ckicuj2r7000c246a6fg2c4eg.jpeg,"(587, 287)",0.08031151131662205,13530.0,"(218.0, 19.000000000000004, 273.0, 265.0)"
ckicuj2r7000c246a6fg2c4eg,train,16,0.5570698466780238,0.4965156794425087,0.08177172061328791,0.7212543554006968,J,ckicuj2r7000c246a6fg2c4eg.jpeg,"(587, 287)",0.058978209640942844,9936.000000000002,"(303.0, 39.0, 351.0, 246.0)"
ckicuj2r7000c246a6fg2c4eg,train,10,0.6678023850085179,0.4912891986062718,0.07495741056218058,0.7247386759581882,A,ckicuj2r7000c246a6fg2c4eg.jpeg,"(587, 287)",0.05432453448408907,9152.0,"(369.99999999999994, 37.0, 414.0, 245.00000000000003)"
ckicuj2r7000c246a6fg2c4eg,train,10,0.7717206132879046,0.4912891986062718,0.07495741056218058,0.7247386759581882,A,ckicuj2r7000c246a6fg2c4eg.jpeg,"(587, 287)",0.05432453448408907,9152.0,"(431.0, 37.0, 475.00000000000006, 245.00000000000003)"
ckiculmaz000e246awbz1rud4,train,8,0.1021021021021021,0.5198675496688742,0.09009009009009009,0.7880794701986755,8,ckiculmaz000e246awbz1rud4.jpeg,"(333, 151)",0.07099815046834915,3570.0,"(19.0, 18.999999999999996, 49.00000000000001, 138.0)"
ckiculmaz000e246awbz1rud4,train,8,0.2057057057057057,0.5165562913907285,0.09309309309309309,0.8079470198675497,8,ckiculmaz000e246awbz1rud4.jpeg,"(333, 151)",0.07521428713481694,3782.0,"(53.0, 16.999999999999993, 83.99999999999999, 139.0)"
ckiculmaz000e246awbz1rud4,train,7,0.3153153153153153,0.5099337748344371,0.09009009009009009,0.8079470198675497,7,ckiculmaz000e246awbz1rud4.jpeg,"(333, 151)",0.07278801980788735,3660.0,"(90.0, 16.000000000000007, 120.0, 138.0)"
ckiculmaz000e246awbz1rud4,train,7,0.42792792792792794,0.5132450331125827,0.08708708708708708,0.8013245033112583,7,ckiculmaz000e246awbz1rud4.jpeg,"(333, 151)",0.06978501680488434,3508.9999999999995,"(128.0, 16.999999999999993, 157.0, 138.0)"
ckiculmaz000e246awbz1rud4,train,22,0.6021021021021021,0.4900662251655629,0.08108108108108109,0.6622516556291391,T,ckiculmaz000e246awbz1rud4.jpeg,"(333, 151)",0.05369608018614642,2700.0000000000005,"(187.0, 23.999999999999996, 214.00000000000003, 124.0)"
ckiculmaz000e246awbz1rud4,train,22,0.6996996996996997,0.4867549668874172,0.07207207207207207,0.6821192052980133,T,ckiculmaz000e246awbz1rud4.jpeg,"(333, 151)",0.04916174452598294,2472.0,"(221.0, 21.999999999999996, 245.0, 125.0)"
ckiculmaz000e246awbz1rud4,train,16,0.8123123123123123,0.48344370860927155,0.08108108108108109,0.6754966887417219,J,ckiculmaz000e246awbz1rud4.jpeg,"(333, 151)",0.05477000178986934,2754.0,"(257.0, 22.000000000000004, 284.0, 124.0)"
ckicun63y000f246aao77izay,train,4,0.08450704225352113,0.4803370786516854,0.09154929577464789,0.7696629213483146,4,ckicun63y000f246aao77izay.jpeg,"(284, 178)",0.07046209843329641,3562.0,"(11.0, 17.000000000000004, 37.0, 154.0)"
ckicun63y000f246aao77izay,train,5,0.19190140845070422,0.5112359550561798,0.08802816901408451,0.7078651685393258,5,ckicun63y000f246aao77izay.jpeg,"(284, 178)",0.06231207469536319,3150.0,"(42.0, 28.00000000000001, 67.0, 154.0)"
ckicun63y000f246aao77izay,train,6,0.29401408450704225,0.48595505617977525,0.09507042253521127,0.7696629213483146,6,ckicun63y000f246aao77izay.jpeg,"(284, 178)",0.07317217914226934,3699.0,"(70.0, 17.999999999999993, 97.0, 155.0)"
